Benchmark,Root Struct,Mode,Result,Time Seconds,Message
test_bigmult_23,BigMult_4,verify,error,1.284047,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x00000001052dec34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x00000001052dc744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x00000001052df81c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
test_bigmult_23,BigMult_4,wp,error,0.222421,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000102e7ac34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x0000000102e78744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x0000000102e7b81c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018c5618d"
test_bigsub_15,BigSub_6,verify,error,0.829017,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000100ee2c34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x0000000100ee0744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x0000000100ee381c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
test_bigsub_15,BigSub_6,wp,error,0.258439,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000102bf2c34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x0000000102bf0744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x0000000102bf381c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018c5618d"
test_bigsub_23,BigSub_6,verify,error,0.609682,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000101486c34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x0000000101484744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x000000010148781c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
test_bigsub_23,BigSub_6,wp,error,0.228261,"LLVM ERROR: unknown subcomponent type
 #0 0x000000010061ec34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x000000010061c744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x000000010061f81c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018c5618d"
test_bigsubmodp_32,BigSubModP_10,verify,error,0.756136,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000102b0ac34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x0000000102b08744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x0000000102b0b81c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
test_bigsubmodp_32,BigSubModP_10,wp,error,0.258243,"LLVM ERROR: unknown subcomponent type
 #0 0x00000001007aec34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x00000001007ac744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x00000001007af81c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018c5618d"
test_fp12_add_22,Fp12Add_16,verify,error,5.688091,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x00000001025bac34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x00000001025b8744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x00000001025bb81c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
test_fp12_add_22,Fp12Add_16,wp,error,0.355618,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000102c0ec34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x0000000102c0c744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x0000000102c0f81c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018c5618d"
test_fp2_add_22,Fp2Add_16,verify,error,1.170928,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x000000010063ec34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x000000010063c744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x000000010063f81c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
test_fp2_add_22,Fp2Add_16,wp,error,0.384941,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000105266c34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x0000000105264744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x000000010526781c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018c5618d"
test_secp256k1_poc,Secp256k1PointOnCurve_10,verify,error,5.629123,"Assertion failed: (indexAsAttr), function rewriteImpl, file /nix/var/nix/builds/nix-66746-3975906522/source/lib/Dialect/Array/Transforms/ArrayToScalarPass.cpp, line 330.
 #0 0x000000010553ec34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x000000010553c744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x000000010553f81c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/bu"
test_secp256k1_poc,Secp256k1PointOnCurve_10,wp,error,0.859295,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000102de2c34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x0000000102de0744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x0000000102de381c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018c5618d"
theta_test,Theta_9,verify,timeout,120.017518,timeout
theta_test,Theta_9,wp,error,0.380697,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000104632c34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x0000000104630744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x000000010463381c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018c5618d"
trace_test,trace_1,verify,error,0.281418,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x000000010120ec34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x000000010120c744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x000000010120f81c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
trace_test,trace_1,wp,error,0.197733,"LLVM ERROR: multidimensional arrays are not supported
 #0 0x0000000102c5ac34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x0000000102c58744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x0000000102c5b81c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0"
tranpose_test,transpose_0,verify,verified,0.226152,
tranpose_test,transpose_0,wp,error,0.205384,"LLVM ERROR: multidimensional arrays are not supported
 #0 0x0000000104beac34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x0000000104be8744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x0000000104beb81c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0"
utils_GetValueByIndex,getValueByIndex_3,verify,error,0.761999,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x000000010126ac34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x0000000101268744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x000000010126b81c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
utils_GetValueByIndex,getValueByIndex_3,wp,error,0.261953,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000102682c34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x0000000102680744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x000000010268381c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018c5618d"
utils_getClaimExpiration,getClaimExpiration_2,verify,timeout,120.010142,timeout
utils_getClaimExpiration,getClaimExpiration_2,wp,error,0.185755,"LLVM ERROR: arbitrary function calls not supported yet
 #0 0x000000010326ec34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x000000010326c744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x000000010326f81c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 "
utils_getClaimSubjectOtherIden,getClaimSubjectOtherIden_8,verify,timeout,120.008915,timeout
utils_getClaimSubjectOtherIden,getClaimSubjectOtherIden_8,wp,error,0.182063,"LLVM ERROR: unknown subcomponent type
 #0 0x00000001010f2c34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x00000001010f0744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x00000001010f381c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018c5618d"
utils_getSubjectLocation,getSubjectLocation_1,verify,error,0.298030,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000104ebec34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x0000000104ebc744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x0000000104ebf81c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
utils_getSubjectLocation,getSubjectLocation_1,wp,error,0.356990,"LLVM ERROR: arbitrary function calls not supported yet
 #0 0x0000000104beec34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x0000000104bec744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x0000000104bef81c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 "
utils_isExpirable,isExpirable_0,verify,verified,0.161247,
utils_isExpirable,isExpirable_0,wp,verified,0.099373,unsat
utils_isUpdatable,isUpdatable_0,verify,verified,0.152542,
utils_isUpdatable,isUpdatable_0,wp,verified,0.060818,unsat
utils_verifyCredentialSubject,verifyCredentialSubject_9,verify,timeout,120.013187,timeout
utils_verifyCredentialSubject,verifyCredentialSubject_9,wp,error,0.182104,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000101176c34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x0000000101174744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x000000010117781c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018c5618d"
utils_verifyExpirationTime,verifyExpirationTime_10,verify,timeout,120.010657,timeout
utils_verifyExpirationTime,verifyExpirationTime_10,wp,error,0.185815,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000101436c34 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056ec34)
 #1 0x0000000101434744 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056c744)
 #2 0x000000010143781c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10056f81c)
 #3 0x000000018c56b744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018c5618d"
